Sum of electronic and zero-point Energies=           -455.293144
Sum of electronic and thermal Energies=              -455.284370
Sum of electronic and thermal Enthalpies=            -455.283426
Sum of electronic and thermal Free Energies=         -455.326952

Wiberg:
  0.0000   1.4543   1.2740   0.0142   0.0759   0.0738   0.0196   0.0666   0.0039   0.0090   0.0080   0.8967   0.0323   0.0003   0.0014   0.0001   0.0014 
  1.4543   0.0000   0.0168   1.4197   0.0834   0.0163   0.0140   0.0091   0.8954   0.0045   0.0005   0.0057   0.0123   0.0007   0.0002   0.0000   0.0002 
  1.2740   0.0168   0.0000   0.0642   1.3167   0.0152   1.0606   0.1321   0.0090   0.0006   0.0044   0.0038   0.0089   0.0013   0.0002   0.0001   0.0002 
  0.0142   1.4197   0.0642   0.0000   0.0448   1.3211   0.0147   0.0497   0.0041   0.8983   0.0097   0.0094   0.0739   0.0033   0.0041   0.0007   0.0041 
  0.0759   0.0834   1.3167   0.0448   0.0000   1.3561   0.0177   0.0630   0.0004   0.0086   0.8905   0.0076   0.0565   0.0128   0.0011   0.0001   0.0011 
  0.0738   0.0163   0.0152   1.3211   1.3561   0.0000   0.0110   0.0063   0.0085   0.0031   0.0045   0.0004   1.0775   0.0122   0.0020   0.0060   0.0020 
  0.0196   0.0140   1.0606   0.0147   0.0177   0.0110   0.0000   2.6879   0.0008   0.0004   0.0021   0.0018   0.0015   0.0005   0.0000   0.0000   0.0000 
  0.0666   0.0091   0.1321   0.0497   0.0630   0.0063   2.6879   0.0000   0.0013   0.0000   0.0005   0.0005   0.0013   0.0006   0.0000   0.0001   0.0000 
  0.0039   0.8954   0.0090   0.0041   0.0004   0.0085   0.0008   0.0013   0.0000   0.0027   0.0002   0.0026   0.0010   0.0001   0.0000   0.0001   0.0000 
  0.0090   0.0045   0.0006   0.8983   0.0086   0.0031   0.0004   0.0000   0.0027   0.0000   0.0007   0.0003   0.0034   0.0021   0.0003   0.0002   0.0003 
  0.0080   0.0005   0.0044   0.0097   0.8905   0.0045   0.0021   0.0005   0.0002   0.0007   0.0000   0.0007   0.0036   0.0003   0.0000   0.0001   0.0000 
  0.8967   0.0057   0.0038   0.0094   0.0076   0.0004   0.0018   0.0005   0.0026   0.0003   0.0007   0.0000   0.0003   0.0000   0.0000   0.0000   0.0000 
  0.0323   0.0123   0.0089   0.0739   0.0565   1.0775   0.0015   0.0013   0.0010   0.0034   0.0036   0.0003   0.0000   0.8580   0.0138   0.0078   0.0138 
  0.0003   0.0007   0.0013   0.0033   0.0128   0.0122   0.0005   0.0006   0.0001   0.0021   0.0003   0.0000   0.8580   0.0000   0.9352   0.9263   0.9352 
  0.0014   0.0002   0.0002   0.0041   0.0011   0.0020   0.0000   0.0000   0.0000   0.0003   0.0000   0.0000   0.0138   0.9352   0.0000   0.0007   0.0004 
  0.0001   0.0000   0.0001   0.0007   0.0001   0.0060   0.0000   0.0001   0.0001   0.0002   0.0001   0.0000   0.0078   0.9263   0.0007   0.0000   0.0007 
  0.0014   0.0002   0.0002   0.0041   0.0011   0.0020   0.0000   0.0000   0.0000   0.0003   0.0000   0.0000   0.0138   0.9352   0.0004   0.0007   0.0000 

Freq:
   90.3858   144.6716   152.5939   197.7360   254.8444   255.6383   403.3801   410.4023   462.8962   486.7267   530.2010   597.0265   601.7008   660.9078   716.2276   774.7549   872.3808   897.7975   917.6951   994.3056  1007.5402  1044.6218  1104.2958  1115.5747  1153.9630  1188.0956  1202.8750  1288.6454  1320.6102  1386.2305  1448.6305  1452.8812  1473.0156  1477.2640  1507.6241  1584.3979  1621.3545  2338.3879  3038.7469  3123.1471  3187.0551  3208.9686  3222.8853  3228.4728  3231.6795 
