Sum of electronic and zero-point Energies=           -440.036498
Sum of electronic and thermal Energies=              -440.029547
Sum of electronic and thermal Enthalpies=            -440.028603
Sum of electronic and thermal Free Energies=         -440.068093

Wiberg:
  0.0000   1.4996   1.2740   0.0292   0.0420   0.0805   0.0165   0.0599   0.0052   0.0076   0.0005   0.8936   0.0161 
  1.4996   0.0000   0.0171   1.3414   0.0805   0.0161   0.0153   0.0134   0.8846   0.0003   0.0086   0.0058   0.0481 
  1.2740   0.0171   0.0000   0.0632   1.2740   0.0171   1.0786   0.1438   0.0087   0.0038   0.0087   0.0038   0.0119 
  0.0292   1.3414   0.0632   0.0000   0.0292   1.3414   0.0117   0.0425   0.0042   0.0085   0.0042   0.0085   0.9496 
  0.0420   0.0805   1.2740   0.0292   0.0000   1.4996   0.0165   0.0599   0.0005   0.8936   0.0052   0.0076   0.0161 
  0.0805   0.0161   0.0171   1.3414   1.4996   0.0000   0.0153   0.0134   0.0086   0.0058   0.8846   0.0003   0.0481 
  0.0165   0.0153   1.0786   0.0117   0.0165   0.0153   0.0000   2.6656   0.0006   0.0018   0.0006   0.0018   0.0047 
  0.0599   0.0134   0.1438   0.0425   0.0599   0.0134   2.6656   0.0000   0.0012   0.0005   0.0012   0.0005   0.0125 
  0.0052   0.8846   0.0087   0.0042   0.0005   0.0086   0.0006   0.0012   0.0000   0.0002   0.0007   0.0028   0.0035 
  0.0076   0.0003   0.0038   0.0085   0.8936   0.0058   0.0018   0.0005   0.0002   0.0000   0.0028   0.0009   0.0009 
  0.0005   0.0086   0.0087   0.0042   0.0052   0.8846   0.0006   0.0012   0.0007   0.0028   0.0000   0.0002   0.0035 
  0.8936   0.0058   0.0038   0.0085   0.0076   0.0003   0.0018   0.0005   0.0028   0.0009   0.0002   0.0000   0.0009 
  0.0161   0.0481   0.0119   0.9496   0.0161   0.0481   0.0047   0.0125   0.0035   0.0009   0.0035   0.0009   0.0000 

Freq:
  106.7264   166.2105   264.5793   404.9208   407.6932   408.6736   486.7526   538.9792   542.2600   646.3053   700.1760   716.6550   811.8316   848.7241   865.7846   977.3787   983.0797  1009.4170  1129.1417  1138.1083  1182.4796  1298.9347  1306.5047  1375.2819  1462.5886  1498.4085  1595.4589  1617.8835  2325.9530  3213.3826  3214.5099  3225.0332  3225.8060 
