Sum of electronic and zero-point Energies=           -396.160344
Sum of electronic and thermal Energies=              -396.152885
Sum of electronic and thermal Enthalpies=            -396.151941
Sum of electronic and thermal Free Energies=         -396.192156

Wiberg:
  0.0000   1.5842   0.0211   0.0551   0.0180   1.2397   0.8987   0.0056   0.0004   0.0094   0.0216   0.0272   0.0440   0.0120   0.0019 
  1.5842   0.0000   1.2232   0.0301   0.0551   0.0237   0.0051   0.8972   0.0076   0.0005   0.0143   0.0514   0.0370   0.0007   0.0003 
  0.0211   1.2232   0.0000   1.2232   0.0211   0.0450   0.0096   0.0036   0.0036   0.0096   1.1335   0.1842   0.0249   0.0002   0.0002 
  0.0551   0.0301   1.2232   0.0000   1.5842   0.0237   0.0005   0.0076   0.8972   0.0051   0.0143   0.0514   0.0369   0.0003   0.0007 
  0.0180   0.0551   0.0211   1.5842   0.0000   1.2396   0.0094   0.0004   0.0056   0.8987   0.0216   0.0272   0.0439   0.0019   0.0120 
  1.2397   0.0237   0.0450   0.0237   1.2396   0.0000   0.0028   0.0094   0.0094   0.0028   0.0083   0.0319   1.3134   0.0036   0.0036 
  0.8987   0.0051   0.0096   0.0005   0.0094   0.0028   0.0000   0.0030   0.0003   0.0007   0.0006   0.0014   0.0017   0.0001   0.0008 
  0.0056   0.8972   0.0036   0.0076   0.0004   0.0094   0.0030   0.0000   0.0008   0.0003   0.0017   0.0006   0.0002   0.0004   0.0001 
  0.0004   0.0076   0.0036   0.8972   0.0056   0.0094   0.0003   0.0008   0.0000   0.0030   0.0017   0.0006   0.0002   0.0001   0.0004 
  0.0094   0.0005   0.0096   0.0051   0.8987   0.0028   0.0007   0.0003   0.0030   0.0000   0.0006   0.0014   0.0017   0.0008   0.0001 
  0.0216   0.0143   1.1335   0.0143   0.0216   0.0083   0.0006   0.0017   0.0017   0.0006   0.0000   2.5863   0.0174   0.0000   0.0000 
  0.0272   0.0514   0.1842   0.0514   0.0272   0.0319   0.0014   0.0006   0.0006   0.0014   2.5863   0.0000   0.0431   0.0001   0.0001 
  0.0440   0.0370   0.0249   0.0369   0.0439   1.3134   0.0017   0.0002   0.0002   0.0017   0.0174   0.0431   0.0000   0.7912   0.7912 
  0.0120   0.0007   0.0002   0.0003   0.0019   0.0036   0.0001   0.0004   0.0001   0.0008   0.0000   0.0001   0.7912   0.0000   0.0004 
  0.0019   0.0003   0.0002   0.0007   0.0120   0.0036   0.0008   0.0001   0.0004   0.0001   0.0000   0.0001   0.7912   0.0004   0.0000 

Freq:
  101.4106   165.5437   246.2491   389.9708   403.8635   415.9876   467.8313   482.9107   524.7822   545.3306   545.3513   649.1372   722.3117   727.7393   809.6423   842.0698   856.1394   984.7535   986.9659   997.5553  1038.7493  1161.8906  1171.0883  1236.9869  1331.0819  1389.2798  1390.8263  1522.9991  1531.1749  1559.6085  1642.0335  1676.5946  2279.5361  3199.2975  3199.7480  3216.8080  3217.6640  3572.7597  3693.6518 
