Sum of electronic and zero-point Energies=           -455.299721
Sum of electronic and thermal Energies=              -455.290945
Sum of electronic and thermal Enthalpies=            -455.290001
Sum of electronic and thermal Free Energies=         -455.333498

Wiberg:
  0.0000   1.3509   1.1985   0.0306   0.0355   0.0633   0.0146   0.0621   0.0033   0.0087   0.0068   0.0004   1.1115   0.0127   0.0022   0.0056   0.0022 
  1.3509   0.0000   0.0145   1.4600   0.0981   0.0104   0.0092   0.0030   0.8928   0.0038   0.0003   0.0088   0.0714   0.0031   0.0035   0.0006   0.0035 
  1.1985   0.0145   0.0000   0.0607   1.2582   0.0198   1.1085   0.1613   0.0081   0.0003   0.0036   0.0093   0.0465   0.0137   0.0009   0.0001   0.0009 
  0.0306   1.4600   0.0607   0.0000   0.0264   1.3447   0.0111   0.0423   0.0055   0.9018   0.0100   0.0039   0.0215   0.0006   0.0003   0.0000   0.0003 
  0.0355   0.0981   1.2582   0.0264   0.0000   1.5225   0.0147   0.0539   0.0006   0.0086   0.8964   0.0043   0.0065   0.0010   0.0001   0.0001   0.0001 
  0.0633   0.0104   0.0198   1.3447   1.5225   0.0000   0.0179   0.0184   0.0096   0.0035   0.0060   0.8955   0.0209   0.0002   0.0009   0.0001   0.0009 
  0.0146   0.0092   1.1085   0.0111   0.0147   0.0179   0.0000   2.6407   0.0007   0.0003   0.0019   0.0006   0.0135   0.0007   0.0004   0.0001   0.0004 
  0.0621   0.0030   0.1613   0.0423   0.0539   0.0184   2.6407   0.0000   0.0015   0.0000   0.0006   0.0014   0.0246   0.0005   0.0009   0.0001   0.0009 
  0.0033   0.8928   0.0081   0.0055   0.0006   0.0096   0.0007   0.0015   0.0000   0.0028   0.0002   0.0004   0.0032   0.0019   0.0003   0.0002   0.0003 
  0.0087   0.0038   0.0003   0.9018   0.0086   0.0035   0.0003   0.0000   0.0028   0.0000   0.0006   0.0025   0.0010   0.0001   0.0000   0.0000   0.0000 
  0.0068   0.0003   0.0036   0.0100   0.8964   0.0060   0.0019   0.0006   0.0002   0.0006   0.0000   0.0027   0.0005   0.0005   0.0000   0.0000   0.0000 
  0.0004   0.0088   0.0093   0.0039   0.0043   0.8955   0.0006   0.0014   0.0004   0.0025   0.0027   0.0000   0.0003   0.0000   0.0000   0.0000   0.0000 
  1.1115   0.0714   0.0465   0.0215   0.0065   0.0209   0.0135   0.0246   0.0032   0.0010   0.0005   0.0003   0.0000   0.8390   0.0115   0.0071   0.0115 
  0.0127   0.0031   0.0137   0.0006   0.0010   0.0002   0.0007   0.0005   0.0019   0.0001   0.0005   0.0000   0.8390   0.0000   0.9335   0.9266   0.9335 
  0.0022   0.0035   0.0009   0.0003   0.0001   0.0009   0.0004   0.0009   0.0003   0.0000   0.0000   0.0000   0.0115   0.9335   0.0000   0.0006   0.0004 
  0.0056   0.0006   0.0001   0.0000   0.0001   0.0001   0.0001   0.0001   0.0002   0.0000   0.0000   0.0000   0.0071   0.9266   0.0006   0.0000   0.0006 
  0.0022   0.0035   0.0009   0.0003   0.0001   0.0009   0.0004   0.0009   0.0003   0.0000   0.0000   0.0000   0.0115   0.9335   0.0004   0.0006   0.0000 

Freq:
  116.0366   121.1857   133.6641   201.6464   243.7843   253.2026   400.4599   403.7826   448.4447   497.9943   565.3026   576.1099   598.4979   735.2585   746.1952   765.7376   817.1618   871.6639   977.9756  1000.6136  1029.6492  1048.0381  1127.7252  1154.5146  1179.8792  1195.6412  1200.7437  1279.1073  1328.3669  1376.0316  1446.4990  1453.8720  1474.8380  1474.9605  1516.5911  1587.7211  1629.8006  2315.9753  3054.5121  3146.4501  3196.2348  3202.0811  3213.4610  3226.5608  3233.5102 
