Sum of electronic and zero-point Energies=          -1872.363916
Sum of electronic and thermal Energies=             -1872.334677
Sum of electronic and thermal Enthalpies=           -1872.333733
Sum of electronic and thermal Free Energies=        -1872.434825

Wiberg:
  0.0000   1.2804   0.0323   0.0736   0.0274   1.4960   0.8566   0.0078   0.0006   0.0051   0.0159   0.0597   0.0012   0.0013   0.0008   0.0114   0.0016   0.0003   0.0001   0.0001   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0204   0.0000   0.0000   0.0000   0.0000   0.0006   0.0003   0.0000   0.0003 
  1.2804   0.0000   1.2478   0.0207   0.0576   0.0171   0.0051   0.0034   0.0095   0.0093   1.0882   0.1454   0.0004   0.0012   0.0003   0.0020   0.0004   0.0001   0.0002   0.0001   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0196   0.0000   0.0000   0.0000   0.0000   0.0003   0.0009   0.0001   0.0009 
  0.0323   1.2478   0.0000   1.5537   0.0221   0.0707   0.0073   0.9012   0.0050   0.0005   0.0143   0.0514   0.0001   0.0008   0.0001   0.0003   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0240   0.0000   0.0000   0.0000   0.0000   0.0017   0.0007   0.0001   0.0007 
  0.0736   0.0207   1.5537   0.0000   1.2783   0.0160   0.0004   0.0056   0.8945   0.0088   0.0171   0.0174   0.0001   0.0001   0.0001   0.0002   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0400   0.0000   0.0000   0.0000   0.0000   0.0135   0.0008   0.0001   0.0008 
  0.0274   0.0576   0.0221   1.2783   0.0000   1.3153   0.0081   0.0094   0.0035   0.0031   0.0088   0.0349   0.0001   0.0002   0.0001   0.0004   0.0001   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   1.1029   0.0000   0.0000   0.0000   0.0000   0.0132   0.0025   0.0058   0.0025 
  1.4960   0.0171   0.0707   0.0160   1.3153   0.0000   0.0066   0.0004   0.0094   0.8967   0.0162   0.0150   0.0001   0.0002   0.0001   0.0011   0.0001   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0634   0.0000   0.0000   0.0000   0.0000   0.0032   0.0037   0.0008   0.0036 
  0.8566   0.0051   0.0073   0.0004   0.0081   0.0066   0.0000   0.0008   0.0002   0.0023   0.0015   0.0003   0.0012   0.0004   0.0007   0.0228   0.0012   0.0002   0.0002   0.0001   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0009   0.0000   0.0000   0.0000   0.0000   0.0001   0.0000   0.0000   0.0000 
  0.0078   0.0034   0.9012   0.0056   0.0094   0.0004   0.0008   0.0000   0.0029   0.0003   0.0015   0.0004   0.0000   0.0000   0.0000   0.0001   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0003   0.0000   0.0000   0.0000   0.0000   0.0005   0.0000   0.0000   0.0000 
  0.0006   0.0095   0.0050   0.8945   0.0035   0.0094   0.0002   0.0029   0.0000   0.0007   0.0006   0.0013   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0033   0.0000   0.0000   0.0000   0.0000   0.0003   0.0000   0.0001   0.0000 
  0.0051   0.0093   0.0005   0.0088   0.0031   0.8967   0.0023   0.0003   0.0007   0.0000   0.0004   0.0012   0.0000   0.0001   0.0000   0.0003   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0032   0.0000   0.0000   0.0000   0.0000   0.0020   0.0003   0.0001   0.0003 
