Sum of electronic and zero-point Energies=          -1985.589373
Sum of electronic and thermal Energies=             -1985.557501
Sum of electronic and thermal Enthalpies=           -1985.556557
Sum of electronic and thermal Free Energies=        -1985.666229

Wiberg:
  0.0000   1.3302   0.0350   0.0989   0.0242   1.4303   0.8566   0.0081   0.0005   0.0050   0.0155   0.0588   0.0013   0.0021   0.0006   0.0113   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0001   0.0001   0.0000   0.0000   0.0000   0.0086   0.0036   0.0021   0.0010   0.0001   0.0001   0.0000   0.0001   0.0000   0.0000   0.0001   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000 
  1.3302   0.0000   1.3095   0.0158   0.0747   0.0156   0.0051   0.0035   0.0083   0.0086   1.0342   0.0963   0.0004   0.0009   0.0004   0.0026   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0015   0.0069   0.0073   0.0002   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000 
  0.0350   1.3095   0.0000   1.4595   0.0198   0.1041   0.0072   0.8992   0.0050   0.0004   0.0156   0.0587   0.0001   0.0022   0.0004   0.0015   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0001   0.0001   0.0000   0.0000   0.0000   0.0085   0.0024   0.0034   0.0001   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000 
  0.0989   0.0158   1.4595   0.0000   1.3755   0.0139   0.0004   0.0054   0.8774   0.0093   0.0115   0.0056   0.0001   0.0003   0.0001   0.0004   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0078   0.0270   0.0132   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000 
  0.0242   0.0747   0.0198   1.3755   0.0000   1.3983   0.0077   0.0086   0.0040   0.0039   0.0076   0.0348   0.0001   0.0004   0.0000   0.0005   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.8986   0.0699   0.0696   0.0001   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000 
  1.4303   0.0156   0.1041   0.0139   1.3983   0.0000   0.0059   0.0004   0.0091   0.8784   0.0105   0.0026   0.0001   0.0002   0.0002   0.0021   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0081   0.0137   0.0280   0.0001   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000 
  0.8566   0.0051   0.0072   0.0004   0.0077   0.0059   0.0000   0.0007   0.0002   0.0023   0.0017   0.0005   0.0011   0.0004   0.0004   0.0189   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0003   0.0002   0.0005   0.0007   0.0001   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000 
  0.0081   0.0035   0.8992   0.0054   0.0086   0.0004   0.0007   0.0000   0.0027   0.0003   0.0018   0.0005   0.0000   0.0000   0.0000   0.0001   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0004   0.0007   0.0002   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000 
  0.0005   0.0083   0.0050   0.8774   0.0040   0.0091   0.0002   0.0027   0.0000   0.0006   0.0006   0.0011   0.0000   0.0001   0.0000   0.0001   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0027   0.0019   0.0058   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000 
  0.0050   0.0086   0.0004   0.0093   0.0039   0.8784   0.0023   0.0003   0.0006   0.0000   0.0004   0.0008   0.0000   0.0001   0.0000   0.0002   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0028   0.0057   0.0019   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000 
