Sum of electronic and zero-point Energies=          -2052.366485
Sum of electronic and thermal Energies=             -2052.337253
Sum of electronic and thermal Enthalpies=           -2052.336309
Sum of electronic and thermal Free Energies=        -2052.439058

Wiberg:
  0.0000   1.3239   0.0377   0.0983   0.0250   1.4325   0.8588   0.0080   0.0005   0.0050   0.0160   0.0605   0.0011   0.0015   0.0008   0.0102   0.0011   0.0002   0.0001   0.0001   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0085   0.0038   0.0021   0.0000   0.0000   0.0000   0.0000 
  1.3239   0.0000   1.3052   0.0159   0.0735   0.0155   0.0050   0.0035   0.0084   0.0085   1.0394   0.1029   0.0004   0.0010   0.0004   0.0025   0.0004   0.0001   0.0004   0.0001   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0015   0.0067   0.0071   0.0000   0.0000   0.0000   0.0000 
  0.0377   1.3052   0.0000   1.4606   0.0207   0.1032   0.0072   0.8980   0.0049   0.0004   0.0161   0.0600   0.0001   0.0014   0.0002   0.0008   0.0000   0.0000   0.0001   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0085   0.0024   0.0036   0.0000   0.0000   0.0000   0.0000 
  0.0983   0.0159   1.4606   0.0000   1.3751   0.0137   0.0004   0.0054   0.8762   0.0093   0.0118   0.0059   0.0001   0.0002   0.0001   0.0003   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0077   0.0269   0.0130   0.0000   0.0000   0.0000   0.0000 
  0.0250   0.0735   0.0207   1.3751   0.0000   1.3975   0.0077   0.0086   0.0040   0.0039   0.0083   0.0363   0.0001   0.0002   0.0001   0.0004   0.0001   0.0000   0.0001   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.8975   0.0701   0.0698   0.0000   0.0000   0.0000   0.0000 
  1.4325   0.0155   0.1032   0.0137   1.3975   0.0000   0.0060   0.0004   0.0091   0.8766   0.0109   0.0033   0.0001   0.0002   0.0002   0.0016   0.0001   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0079   0.0135   0.0279   0.0000   0.0000   0.0000   0.0000 
  0.8588   0.0050   0.0072   0.0004   0.0077   0.0060   0.0000   0.0007   0.0002   0.0023   0.0016   0.0004   0.0012   0.0003   0.0005   0.0180   0.0006   0.0001   0.0001   0.0001   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0003   0.0002   0.0005   0.0000   0.0000   0.0000   0.0000 
  0.0080   0.0035   0.8980   0.0054   0.0086   0.0004   0.0007   0.0000   0.0027   0.0003   0.0016   0.0004   0.0000   0.0000   0.0000   0.0001   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0004   0.0007   0.0002   0.0000   0.0000   0.0000   0.0000 
  0.0005   0.0084   0.0049   0.8762   0.0040   0.0091   0.0002   0.0027   0.0000   0.0006   0.0006   0.0012   0.0000   0.0001   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0027   0.0019   0.0059   0.0000   0.0000   0.0000   0.0000 
  0.0050   0.0085   0.0004   0.0093   0.0039   0.8766   0.0023   0.0003   0.0006   0.0000   0.0004   0.0009   0.0000   0.0001   0.0000   0.0002   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0028   0.0057   0.0019   0.0000   0.0000   0.0000   0.0000 
  0.0160   1.0394   0.0161   0.0118   0.0083   0.0109   0.0016   0.0016   0.0006   0.0004   0.0000   2.6779   0.0021   0.0299   0.0047   0.0079   0.0007   0.0001   0.0010   0.0001   0.0001   0.0002   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0006   0.0006   0.0007   0.0000   0.0000   0.0000   0.0000 
  0.0605   0.1029   0.0600   0.0059   0.0363   0.0033   0.0004   0.0004   0.0012   0.0009   2.6779   0.0000   0.0023   0.0467   0.0073   0.0090   0.0006   0.0002   0.0018   0.0002   0.0001   0.0003   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0001   0.0032   0.0035   0.0000   0.0000   0.0000   0.0000 
  0.0011   0.0004   0.0001   0.0001   0.0001   0.0001   0.0012   0.0000   0.0000   0.0000   0.0021   0.0023   0.0000   1.1078   1.1571   1.1426   0.6925   0.0301   0.0304   0.0311   0.0017   0.0016   0.0003   0.0002   0.0001   0.0001   0.0001   0.0000   0.0000   0.0007   0.0007   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000 
  0.0015   0.0010   0.0014   0.0002   0.0002   0.0002   0.0003   0.0000   0.0001   0.0001   0.0299   0.0467   1.1078   0.0000   0.1166   0.1153   0.0885   0.0045   0.0044   0.0167   0.0250   0.0119   0.0008   0.0005   0.0004   0.0004   0.0005   0.0002   0.0001   0.0008   0.0007   0.0000   0.0000   0.0000   0.0000   0.0001   0.0000   0.0000 
  0.0008   0.0004   0.0002   0.0001   0.0001   0.0002   0.0005   0.0000   0.0000   0.0000   0.0047   0.0073   1.1571   0.1166   0.0000   0.1231   0.0926   0.0044   0.0168   0.0050   0.0032   0.0047   0.0019   0.0018   0.0010   0.0003   0.0001   0.0005   0.0001   0.0073   0.0084   0.0000   0.0000   0.0000   0.0000   0.0001   0.0001   0.0000 
  0.0102   0.0025   0.0008   0.0003   0.0004   0.0016   0.0180   0.0001   0.0000   0.0002   0.0079   0.0090   1.1426   0.1153   0.1231   0.0000   0.0893   0.0165   0.0048   0.0047   0.0026   0.0013   0.0004   0.0002   0.0001   0.0000   0.0001   0.0001   0.0000   0.0005   0.0004   0.0001   0.0000   0.0001   0.0000   0.0000   0.0000   0.0000 
  0.0011   0.0004   0.0000   0.0000   0.0001   0.0001   0.0006   0.0000   0.0000   0.0000   0.0007   0.0006   0.6925   0.0885   0.0926   0.0893   0.0000   0.8497   0.8681   0.8889   0.0006   0.0008   0.0002   0.0001   0.0000   0.0000   0.0000   0.0000   0.0000   0.0006   0.0006   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000 
  0.0002   0.0001   0.0000   0.0000   0.0000   0.0000   0.0001   0.0000   0.0000   0.0000   0.0001   0.0002   0.0301   0.0045   0.0044   0.0165   0.8497   0.0000   0.0473   0.0490   0.0004   0.0003   0.0004   0.0001   0.0001   0.0000   0.0000   0.0000   0.0000   0.0023   0.0035   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000 
  0.0001   0.0004   0.0001   0.0000   0.0001   0.0000   0.0001   0.0000   0.0000   0.0000   0.0010   0.0018   0.0304   0.0044   0.0168   0.0048   0.8681   0.0473   0.0000   0.0496   0.0001   0.0001   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0002   0.0004   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000 
  0.0001   0.0001   0.0000   0.0000   0.0000   0.0000   0.0001   0.0000   0.0000   0.0000   0.0001   0.0002   0.0311   0.0167   0.0050   0.0047   0.8889   0.0490   0.0496   0.0000   0.0001   0.0001   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0001   0.0002   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000 
  0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0001   0.0001   0.0017   0.0250   0.0032   0.0026   0.0006   0.0004   0.0001   0.0001   0.0000   0.8525   0.0055   0.0068   0.0070   0.0076   0.0023   0.0004   0.0007   0.0015   0.0003   0.0000   0.0000   0.0000   0.0002   0.0002   0.0005   0.0002 
  0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0002   0.0003   0.0016   0.0119   0.0047   0.0013   0.0008   0.0003   0.0001   0.0001   0.8525   0.0000   1.3116   1.4387   0.0403   0.0241   0.0049   0.0973   0.0078   0.0171   0.0652   0.0000   0.0000   0.0000   0.0006   0.0077   0.0022   0.0032 
  0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0003   0.0008   0.0019   0.0004   0.0002   0.0004   0.0000   0.0000   0.0055   1.3116   0.0000   0.0157   1.3065   0.0739   0.0088   0.0166   0.0037   1.0436   0.1071   0.0000   0.0000   0.0000   0.0087   0.0012   0.0068   0.0065 
