Sum of electronic and zero-point Energies=          -7167.626520
Sum of electronic and thermal Energies=             -7167.593760
Sum of electronic and thermal Enthalpies=           -7167.592816
Sum of electronic and thermal Free Energies=        -7167.705350

Wiberg:
  0.0000   1.3128   0.0348   0.0758   0.0258   1.4416   0.8492   0.0006   0.0045   0.0167   0.0643   0.0014   0.0023   0.0011   0.0135   0.0017   0.0003   0.0002   0.0001   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0078   0.0061   0.0008   0.0002   0.0000   0.0297 
  1.3128   0.0000   1.2560   0.0220   0.0686   0.0141   0.0053   0.0092   0.0088   1.0595   0.1135   0.0004   0.0014   0.0004   0.0021   0.0004   0.0001   0.0002   0.0001   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0082   0.0220   0.0058   0.0002   0.0000   0.0190 
  0.0348   1.2560   0.0000   1.4433   0.0195   0.0862   0.0068   0.0042   0.0004   0.0119   0.0493   0.0001   0.0012   0.0002   0.0003   0.0000   0.0000   0.0001   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.9846   0.0595   0.0183   0.0177   0.0000   0.0250 
  0.0758   0.0220   1.4433   0.0000   1.3509   0.0152   0.0005   0.8756   0.0097   0.0138   0.0125   0.0001   0.0001   0.0001   0.0002   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0174   0.0249   0.0151   0.0004   0.0000   0.0444 
  0.0258   0.0686   0.0195   1.3509   0.0000   1.3800   0.0078   0.0043   0.0040   0.0066   0.0338   0.0001   0.0006   0.0002   0.0006   0.0001   0.0000   0.0001   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0084   0.0026   0.0005   0.0004   0.0000   1.1145 
  1.4416   0.0141   0.0862   0.0152   1.3800   0.0000   0.0068   0.0092   0.8910   0.0119   0.0058   0.0001   0.0002   0.0001   0.0011   0.0001   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0036   0.0112   0.0033   0.0001   0.0000   0.0520 
  0.8492   0.0053   0.0068   0.0005   0.0078   0.0068   0.0000   0.0002   0.0023   0.0016   0.0003   0.0013   0.0006   0.0008   0.0274   0.0015   0.0002   0.0002   0.0001   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0005   0.0006   0.0000   0.0000   0.0000   0.0010 
  0.0006   0.0092   0.0042   0.8756   0.0043   0.0092   0.0002   0.0000   0.0005   0.0006   0.0011   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0027   0.0040   0.0017   0.0002   0.0000   0.0050 
  0.0045   0.0088   0.0004   0.0097   0.0040   0.8910   0.0023   0.0005   0.0000   0.0005   0.0013   0.0000   0.0001   0.0000   0.0003   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0003   0.0001   0.0000   0.0000   0.0000   0.0048 
  0.0167   1.0595   0.0119   0.0138   0.0066   0.0119   0.0016   0.0006   0.0005   0.0000   2.6665   0.0016   0.0205   0.0029   0.0030   0.0007   0.0001   0.0011   0.0001   0.0000   0.0002   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0018   0.0013   0.0038   0.0002   0.0000   0.0072 
